ZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Besucher/innen,Bayerisches Nationalmuseum,2011,201111,4960,9657,"-38,22","-48,64",6303
Besucher/innen,Bayerisches Nationalmuseum,2011,201110,8028,16192,"184,78","-50,42",6695
Besucher/innen,Bayerisches Nationalmuseum,2011,201109,2819,7092,"-26,47","-60,25",7375
Besucher/innen,Bayerisches Nationalmuseum,2011,201108,3834,5764,"-35,5","-33,48",7731
Besucher/innen,Bayerisches Nationalmuseum,2011,201107,5944,8800,"9,97","-32,45",7892
Besucher/innen,Bayerisches Nationalmuseum,2011,201106,5405,7309,"14,9","-26,05",8130
Besucher/innen,Bayerisches Nationalmuseum,2011,201105,4704,10048,"64,07","-53,18",8289
Besucher/innen,Bayerisches Nationalmuseum,2011,201104,2867,6617,"-14,52","-56,67",8734
Besucher/innen,Bayerisches Nationalmuseum,2011,201103,3354,7107,"-53,26","-52,81",9046
Besucher/innen,Bayerisches Nationalmuseum,2011,201102,7176,5998,"-14,71","19,64",9359
Besucher/innen,Bayerisches Nationalmuseum,2011,201101,8414,10387,"-53,6","-18,99",9261
Besucher/innen,Bayerisches Nationalmuseum,2010,201012,18133,19672,"87,77","-7,82",9425
Besucher/innen,Bayerisches Nationalmuseum,2010,201011,9657,6279,"-40,36","53,8",9554
Besucher/innen,Bayerisches Nationalmuseum,2010,201010,16192,9402,"128,31","72,22",9272
Besucher/innen,Bayerisches Nationalmuseum,2010,201009,7092,3524,"23,04","101,25",8706
Besucher/innen,Bayerisches Nationalmuseum,2010,201008,5764,4548,"-34,5","26,74",8409
Besucher/innen,Bayerisches Nationalmuseum,2010,201007,8800,21043,"20,4","-58,18",8308
Besucher/innen,Bayerisches Nationalmuseum,2010,201006,7309,16984,"-27,26","-56,97",9328
Besucher/innen,Bayerisches Nationalmuseum,2010,201005,10048,10805,"51,85","-7,01",10134
Besucher/innen,Bayerisches Nationalmuseum,2010,201004,6617,11791,"-6,89","-43,88",10197
Besucher/innen,Bayerisches Nationalmuseum,2010,201003,7107,11749,"18,49","-39,51",10628
Besucher/innen,Bayerisches Nationalmuseum,2010,201002,5998,5654,"-42,25","6,08",11015
Besucher/innen,Bayerisches Nationalmuseum,2010,201001,10387,8119,"-47,2","27,93",10987
Besucher/innen,Bayerisches Nationalmuseum,2009,200912,19672,16973,"213,3","15,9",10798
Besucher/innen,Bayerisches Nationalmuseum,2009,200911,6279,7910,"-33,22","-20,62",10573
Besucher/innen,Bayerisches Nationalmuseum,2009,200910,9402,11587,"166,8","-18,86",10709
Besucher/innen,Bayerisches Nationalmuseum,2009,200909,3524,8063,"-22,52","-56,29",10891
Besucher/innen,Bayerisches Nationalmuseum,2009,200908,4548,5457,"-78,39","-16,66",11269
Besucher/innen,Bayerisches Nationalmuseum,2009,200907,21043,7453,"23,9","182,34",11345
Besucher/innen,Bayerisches Nationalmuseum,2009,200906,16984,4602,"57,19","269,06",10212
Besucher/innen,Bayerisches Nationalmuseum,2009,200905,10805,9146,"-8,36","18,14",9180
Besucher/innen,Bayerisches Nationalmuseum,2009,200904,11791,8630,"0,36","36,63",9042
Besucher/innen,Bayerisches Nationalmuseum,2009,200903,11749,10673,"107,8","10,08",8779
Besucher/innen,Bayerisches Nationalmuseum,2009,200902,5654,8377,"-30,36","-32,51",8689
Besucher/innen,Bayerisches Nationalmuseum,2009,200901,8119,9300,"-52,17","-12,7",8916
Besucher/innen,Bayerisches Nationalmuseum,2008,200812,16973,18707,"114,58","-9,27",9014
